HourlyVolatility
157.0767003727796
103.88812829192777
1013.0294589990951
1780.4383064852314
159.05659936010196
109.6510485585979
1013.8850582043312
1782.3333526588096
157.67067006897605
104.61644827654945
1012.8597533716102
1780.466590756477
155.6271314713471
102.09914813552568
1013.2698753046996
1780.8696416217538
1780.6999359942745
159.6434979884867
106.47613911107064
1012.8031848291156
1778.069498768257
156.34130932034566
100.26067050444048
1011.4384687414262
1780.5726567736583
